Brand,Model,Capacity,Energy Rating,Type,Features,Color,Material,Warranty Period,Country of Manufacture,Price
Bosch,Model11761,104.0,A+,Single Door,Smart Connectivity,Gray,Plastic,5.0,Germany,549.0
Electrolux,Model11762,505.0,A,Single Door,Ice Dispenser,Gray,Stainless Steel,5.0,USA,792.0
Samsung,Model11764,549.0,A+,Double Door,Water Dispenser,White,Glass,5.0,Germany,755.0
Frigidaire,Model11765,244.0,A+,Side-by-Side,Ice Dispenser,Gray,Stainless Steel,1.0,USA,1988.0
Bosch,Model11766,146.0,A+,Side-by-Side,Ice Dispenser,Gray,Plastic,3.0,USA,1034.0
Siemens,Model11771,726.0,A++,Side-by-Side,Standard,Silver,Glass,4.0,China,315.0
GE,Model11775,727.0,A++,Side-by-Side,Water Dispenser,Black,Plastic,4.0,India,1058.0
Samsung,Model11776,415.0,A++,Double Door,Water Dispenser,White,Glass,2.0,China,1141.0
Br@ndX,Model11777,641.0,B,Single Door,Ice Dispenser,Silver,Stainless Steel,2.0,China,1862.0
Electrolux,Model11781,584.0,A,Side-by-Side,Smart Connectivity,White,Glass,2.0,USA,692.0
GE,Model11782,446.0,A+,Double Door,Standard,Black,Glass,3.0,Germany,754.0
Electrolux,Model11785,347.0,A+,Single Door,Ice Dispenser,Gray,Glass,9.0,India,1028.0
Siemens,Model11787,146.0,B,Single Door,Smart Connectivity,Gray,Stainless Steel,8.0,China,1173.0
Frigidaire,Model11788,364.0,A+,Single Door,Water Dispenser,Silver,Plastic,9.0,USA,1370.0
Panasonic,Model11789,630.0,A++,Single Door,Ice Dispenser,Gray,Stainless Steel,4.0,USA,1186.0
Samsung,Model11792,565.0,A++,Single Door,Standard,White,Plastic,8.0,India,931.0
GE,Model11793,680.0,A,Side-by-Side,Ice Dispenser,Silver,Glass,6.0,USA,515.0
Panasonic,Model11795,281.0,A+,Side-by-Side,Standard,Silver,Plastic,7.0,India,794.0
Samsung,Model11798,489.0,A+,Side-by-Side,Water Dispenser,Black,Stainless Steel,9.0,USA,605.0
Samsung,Model11799,112.0,A,Double Door,Water Dispenser,Gray,Glass,2.0,China,568.0
LG,Model11801,164.0,A,Side-by-Side,Standard,Black,Plastic,7.0,China,1984.0
GE,Model11803,407.0,A++,Single Door,Ice Dispenser,Black,Stainless Steel,8.0,USA,1625.0
Bosch,Model11804,586.0,A+,Side-by-Side,Water Dispenser,Gray,Glass,8.0,China,433.0
Frigidaire,Model11807,143.0,B,Side-by-Side,Standard,Gray,Plastic,4.0,USA,1223.0
Bosch,Model11809,533.0,B,Single Door,Water Dispenser,White,Stainless Steel,1.0,Germany,766.0
Haier,Model11810,558.0,A,Double Door,Smart Connectivity,Silver,Stainless Steel,6.0,Germany,1267.0
Siemens,Model11811,218.0,A,Side-by-Side,Water Dispenser,White,Stainless Steel,2.0,India,768.0
Electrolux,Model11814,714.0,B,Double Door,Standard,Black,Stainless Steel,6.0,India,548.0
Frigidaire,Model11815,393.0,A++,Side-by-Side,Water Dispenser,White,Plastic,4.0,USA,1381.0
Haier,Model11816,387.0,B,Side-by-Side,Standard,Black,Plastic,2.0,USA,341.0
LG,Model11818,672.0,A,Side-by-Side,Water Dispenser,White,Plastic,4.0,India,1501.0
Samsung,Model11820,127.0,A++,Single Door,Smart Connectivity,Silver,Stainless Steel,5.0,China,310.0
LG,Model11821,334.0,A++,Side-by-Side,Ice Dispenser,Black,Plastic,9.0,China,1101.0
LG,Model11825,646.0,B,Double Door,Ice Dispenser,Black,Glass,4.0,Germany,1143.0
GE,Model11826,315.0,A++,Single Door,Smart Connectivity,Gray,Plastic,9.0,China,910.0
Samsung,Model11828,459.0,B,Double Door,Water Dispenser,Black,Plastic,4.0,China,386.0
Electrolux,Model11831,456.0,A++,Side-by-Side,Water Dispenser,White,Plastic,1.0,China,1799.0
Siemens,Model11832,755.0,A++,Double Door,Standard,Silver,Glass,7.0,Germany,880.0
Bosch,Model11835,513.0,A+,Single Door,Standard,Gray,Plastic,1.0,India,619.0
Samsung,Model11836,320.0,B,Single Door,Ice Dispenser,Black,Plastic,3.0,USA,1778.0
Samsung,Model11838,774.0,A+,Single Door,Standard,Silver,Plastic,9.0,USA,633.0
Siemens,Model11839,698.0,B,Single Door,Standard,Gray,Stainless Steel,1.0,Germany,1670.0
GE,Model11840,711.0,A+,Side-by-Side,Smart Connectivity,Gray,Stainless Steel,6.0,China,1515.0
Haier,Model11841,100.0,A+,Double Door,Ice Dispenser,Gray,Glass,1.0,China,630.0
Panasonic,Model11843,150.0,B,Single Door,Water Dispenser,White,Glass,9.0,Germany,954.0
LG,Model11845,429.0,A+,Side-by-Side,Ice Dispenser,Silver,Stainless Steel,4.0,China,1202.0
Haier,Model11846,336.0,A++,Side-by-Side,Smart Connectivity,White,Plastic,2.0,India,1190.0
LG,Model11847,476.0,A+,Single Door,Smart Connectivity,Black,Stainless Steel,2.0,China,1651.0
Samsung,Model11848,441.0,A++,Double Door,Standard,White,Plastic,2.0,USA,1198.0
Frigidaire,Model11849,166.0,A++,Side-by-Side,Smart Connectivity,White,Plastic,5.0,USA,1330.0
LG,Model11850,410.0,A+,Double Door,Standard,Gray,Stainless Steel,9.0,China,1316.0
Whirlpool,Model11851,225.0,A+,Single Door,Water Dispenser,Gray,Stainless Steel,5.0,USA,257.0
Panasonic,Model11852,339.0,B,Single Door,Smart Connectivity,Gray,Glass,5.0,Germany,1520.0
LG,Model11853,739.0,A,Side-by-Side,Ice Dispenser,Black,Glass,5.0,USA,824.0
Panasonic,Model11854,184.0,A,Side-by-Side,Ice Dispenser,White,Stainless Steel,3.0,India,1150.0
Whirlpool,Model11855,473.0,A,Double Door,Smart Connectivity,Black,Stainless Steel,7.0,India,1889.0
Samsung,Model11856,413.0,A++,Single Door,Ice Dispenser,Silver,Glass,7.0,China,653.0
Panasonic,Model11857,404.0,A++,Single Door,Smart Connectivity,Black,Glass,4.0,India,1853.0
GE,Model11859,797.0,A,Single Door,Smart Connectivity,Gray,Glass,7.0,China,1024.0
GE,Model11860,177.0,B,Single Door,Water Dispenser,White,Plastic,7.0,Germany,1122.0
Siemens,Model11862,468.0,A++,Single Door,Smart Connectivity,Silver,Plastic,2.0,Germany,1080.0
Frigidaire,Model11864,668.0,A++,Double Door,Water Dispenser,Silver,Glass,7.0,China,354.0
Frigidaire,Model11867,648.0,A+,Side-by-Side,Ice Dispenser,Silver,Plastic,4.0,Germany,421.0
Samsung,Model11869,112.0,A+,Single Door,Standard,Silver,Stainless Steel,5.0,India,1499.0
Bosch,Model11870,531.0,B,Side-by-Side,Standard,Gray,Plastic,4.0,China,257.0
Frigidaire,Model11872,755.0,A++,Double Door,Standard,Silver,Glass,7.0,Germany,507.0
Whirlpool,Model11874,788.0,A++,Side-by-Side,Standard,White,Stainless Steel,6.0,India,1319.0
Siemens,Model11875,475.0,A+,Single Door,Standard,White,Plastic,4.0,USA,1928.0
Electrolux,Model11877,516.0,A,Double Door,Ice Dispenser,White,Plastic,4.0,China,1666.0
Electrolux,Model11878,735.0,A++,Single Door,Standard,White,Glass,2.0,China,1724.0
Panasonic,Model11882,600.0,B,Side-by-Side,Standard,White,Plastic,4.0,India,893.0
GE,Model11884,100.0,A++,Single Door,Smart Connectivity,Silver,Glass,4.0,USA,254.0
Bosch,Model11885,646.0,A+,Side-by-Side,Ice Dispenser,Gray,Glass,9.0,China,1295.0
Samsung,Model11887,325.0,A++,Double Door,Standard,Gray,Plastic,3.0,Germany,987.0
Samsung,Model11889,410.0,A,Side-by-Side,Standard,Gray,Glass,6.0,Germany,1183.0
Frigidaire,Model11891,113.0,A++,Single Door,Ice Dispenser,White,Plastic,2.0,India,1319.0
Whirlpool,Model11893,548.0,A++,Single Door,Water Dispenser,White,Stainless Steel,9.0,USA,1151.0
GE,Model11894,352.0,B,Side-by-Side,Water Dispenser,Silver,Glass,1.0,China,1104.0
Electrolux,Model11895,492.0,A,Side-by-Side,Standard,Silver,Stainless Steel,2.0,Germany,781.0
Panasonic,Model11897,770.0,A+,Side-by-Side,Smart Connectivity,Black,Stainless Steel,2.0,China,1868.0
Bosch,Model11898,147.0,B,Double Door,Water Dispenser,Silver,Plastic,9.0,USA,1511.0
Siemens,Model11899,638.0,A++,Double Door,Smart Connectivity,Black,Stainless Steel,4.0,India,1091.0
GE,Model11900,157.0,A+,Side-by-Side,Standard,Black,Stainless Steel,5.0,India,247.0
Frigidaire,Model11901,557.0,A,Double Door,Water Dispenser,Silver,Stainless Steel,6.0,Germany,916.0
Whirlpool,Model11903,763.0,A,Double Door,Standard,White,Stainless Steel,7.0,Germany,1788.0
Panasonic,Model11904,540.0,A+,Side-by-Side,Water Dispenser,Black,Glass,4.0,China,1276.0
GE,Model11909,307.0,A+,Single Door,Water Dispenser,Silver,Plastic,9.0,India,541.0
Siemens,Model11910,441.0,A++,Double Door,Water Dispenser,White,Stainless Steel,3.0,India,1606.0
GE,Model11911,168.0,A,Single Door,Smart Connectivity,Gray,Stainless Steel,3.0,USA,1196.0
Haier,Model11912,799.0,A++,Single Door,Smart Connectivity,White,Plastic,9.0,Germany,877.0
Electrolux,Model11915,288.0,B,Single Door,Ice Dispenser,Silver,Glass,7.0,India,733.0
Samsung,Model11916,588.0,B,Side-by-Side,Standard,Gray,Glass,3.0,India,1009.0
Whirlpool,Model11917,216.0,A+,Side-by-Side,Smart Connectivity,Black,Plastic,6.0,China,733.0
Haier,Model11918,168.0,A++,Double Door,Standard,Black,Glass,8.0,USA,731.0
Panasonic,Model11920,372.0,B,Single Door,Smart Connectivity,Silver,Stainless Steel,2.0,Germany,593.0
Bosch,Model11921,339.0,B,Single Door,Water Dispenser,Gray,Glass,3.0,Germany,1913.0
Haier,Model11922,258.0,A,Double Door,Standard,Black,Plastic,5.0,India,1321.0
Haier,Model11926,183.0,A++,Side-by-Side,Smart Connectivity,Black,Stainless Steel,2.0,USA,1150.0
Bosch,Model11928,392.0,B,Single Door,Water Dispenser,White,Stainless Steel,9.0,USA,616.0
Electrolux,Model11929,409.0,A+,Single Door,Smart Connectivity,Gray,Stainless Steel,5.0,USA,981.0
Whirlpool,Model11930,766.0,A++,Side-by-Side,Standard,White,Stainless Steel,9.0,China,1574.0
Samsung,Model11931,431.0,B,Single Door,Smart Connectivity,Silver,Glass,1.0,China,1897.0
Siemens,Model11932,795.0,B,Side-by-Side,Water Dispenser,Silver,Plastic,8.0,China,829.0
Haier,Model11933,351.0,A,Single Door,Water Dispenser,Gray,Stainless Steel,8.0,China,1007.0
Haier,Model11934,536.0,A++,Single Door,Ice Dispenser,White,Stainless Steel,3.0,USA,853.0
Samsung,Model11937,691.0,A+,Side-by-Side,Ice Dispenser,Black,Stainless Steel,4.0,USA,1463.0
GE,Model11940,371.0,A++,Single Door,Ice Dispenser,Black,Stainless Steel,7.0,USA,348.0
Samsung,Model11941,352.0,A++,Side-by-Side,Ice Dispenser,Silver,Plastic,9.0,Germany,890.0
LG,Model11943,608.0,A++,Side-by-Side,Standard,Silver,Glass,4.0,Germany,744.0
Frigidaire,Model11944,763.0,B,Single Door,Water Dispenser,White,Glass,3.0,USA,1550.0
Bosch,Model11946,155.0,A++,Single Door,Standard,Gray,Glass,9.0,China,691.0
Electrolux,Model11948,622.0,A,Side-by-Side,Ice Dispenser,White,Stainless Steel,9.0,Germany,1146.0
Panasonic,Model11949,228.0,A++,Single Door,Water Dispenser,White,Stainless Steel,6.0,India,599.0
Whirlpool,Model11950,588.0,B,Side-by-Side,Ice Dispenser,White,Stainless Steel,7.0,China,1004.0
Siemens,Model11951,289.0,A+,Side-by-Side,Smart Connectivity,Gray,Stainless Steel,4.0,USA,1401.0
Haier,Model11952,590.0,A,Side-by-Side,Standard,Gray,Stainless Steel,5.0,USA,1984.0
Whirlpool,Model11953,597.0,A,Single Door,Smart Connectivity,Black,Stainless Steel,5.0,India,1149.0
Whirlpool,Model11954,396.0,B,Single Door,Smart Connectivity,Silver,Stainless Steel,5.0,China,1399.0
GE,Model11955,569.0,A++,Single Door,Ice Dispenser,Silver,Glass,1.0,USA,1528.0
Frigidaire,Model11958,430.0,A+,Double Door,Standard,Gray,Stainless Steel,9.0,India,1355.0
LG,Model11959,742.0,B,Side-by-Side,Standard,Silver,Stainless Steel,1.0,Germany,1420.0
Samsung,Model11960,130.0,A,Side-by-Side,Water Dispenser,Gray,Glass,1.0,Germany,1845.0
Bosch,Model11962,479.0,A++,Single Door,Smart Connectivity,White,Stainless Steel,8.0,Germany,1252.0
Bosch,Model11963,572.0,A+,Single Door,Standard,Silver,Glass,3.0,USA,762.0
Bosch,Model11964,543.0,B,Double Door,Standard,Gray,Plastic,8.0,China,408.0
Br@ndX,Model11965,428.0,A+,Double Door,Standard,White,Glass,5.0,USA,676.0
Samsung,Model11967,772.0,A+,Side-by-Side,Standard,Gray,Plastic,7.0,USA,1470.0
Bosch,Model11972,473.0,B,Double Door,Water Dispenser,White,Glass,6.0,Germany,507.0
Bosch,Model11973,225.0,B,Single Door,Smart Connectivity,Gray,Plastic,6.0,USA,1229.0
GE,Model11975,298.0,A++,Side-by-Side,Smart Connectivity,Gray,Plastic,9.0,India,964.0
Haier,Model11976,650.0,B,Double Door,Water Dispenser,White,Plastic,1.0,USA,924.0
Haier,Model11978,407.0,A,Double Door,Standard,Black,Glass,6.0,India,1580.0
Samsung,Model11979,290.0,B,Double Door,Smart Connectivity,White,Stainless Steel,6.0,Germany,443.0
Frigidaire,Model11982,244.0,A++,Side-by-Side,Water Dispenser,Black,Glass,7.0,India,758.0
LG,Model11984,702.0,A,Double Door,Standard,Black,Plastic,1.0,China,973.0
Panasonic,Model11987,531.0,A++,Side-by-Side,Ice Dispenser,White,Plastic,8.0,USA,1387.0
LG,Model11989,597.0,A+,Double Door,Water Dispenser,Black,Glass,4.0,USA,1001.0
GE,Model11990,765.0,A++,Double Door,Standard,Silver,Plastic,2.0,China,1055.0
Siemens,Model11991,725.0,A,Side-by-Side,Smart Connectivity,White,Plastic,3.0,USA,847.0
Electrolux,Model11992,282.0,A++,Side-by-Side,Standard,Gray,Glass,8.0,China,1212.0
Samsung,Model11993,700.0,A+,Side-by-Side,Standard,Silver,Glass,2.0,India,1060.0
Samsung,Model11994,457.0,A++,Single Door,Ice Dispenser,White,Stainless Steel,7.0,Germany,427.0
Haier,Model11995,263.0,A,Single Door,Standard,Gray,Plastic,9.0,USA,1231.0
GE,Model12002,672.0,A,Single Door,Standard,White,Plastic,2.0,Germany,1817.0
Siemens,Model12003,786.0,B,Single Door,Water Dispenser,Black,Plastic,3.0,India,650.0
GE,Model12004,751.0,A,Single Door,Smart Connectivity,Silver,Stainless Steel,3.0,India,1690.0
Electrolux,Model12005,637.0,A++,Side-by-Side,Smart Connectivity,White,Stainless Steel,1.0,India,595.0
Samsung,Model12006,738.0,A+,Single Door,Smart Connectivity,White,Stainless Steel,2.0,India,1869.0
Electrolux,Model12007,689.0,A+,Side-by-Side,Standard,Black,Stainless Steel,9.0,India,254.0
Panasonic,Model12008,769.0,A+,Double Door,Smart Connectivity,White,Plastic,4.0,USA,1419.0
Frigidaire,Model12009,631.0,A,Single Door,Standard,Silver,Plastic,9.0,Germany,668.0
Samsung,Model12011,733.0,A+,Double Door,Standard,Gray,Stainless Steel,7.0,Germany,831.0
Bosch,Model12012,173.0,A,Single Door,Ice Dispenser,White,Glass,1.0,India,1811.0
Samsung,Model12013,426.0,A+,Single Door,Water Dispenser,White,Glass,2.0,China,777.0
Electrolux,Model12014,648.0,A+,Single Door,Water Dispenser,Gray,Glass,2.0,USA,1790.0
Electrolux,Model12015,255.0,B,Single Door,Water Dispenser,White,Stainless Steel,1.0,USA,1701.0
LG,Model12017,420.0,B,Single Door,Standard,Silver,Stainless Steel,4.0,India,1838.0
Haier,Model12018,447.0,A++,Single Door,Smart Connectivity,Silver,Stainless Steel,5.0,USA,512.0
Bosch,Model12020,178.0,B,Single Door,Smart Connectivity,Silver,Glass,1.0,China,1541.0
Whirlpool,Model12021,221.0,A++,Single Door,Ice Dispenser,Black,Glass,7.0,India,522.0
Electrolux,Model12026,112.0,A++,Single Door,Ice Dispenser,Gray,Stainless Steel,6.0,India,1351.0
Siemens,Model12027,649.0,B,Single Door,Water Dispenser,Black,Plastic,7.0,China,1907.0
Panasonic,Model12028,544.0,A++,Side-by-Side,Water Dispenser,Silver,Stainless Steel,4.0,Germany,836.0
LG,Model12029,592.0,A++,Single Door,Standard,White,Glass,5.0,USA,1530.0
Samsung,Model12031,216.0,B,Single Door,Smart Connectivity,Silver,Stainless Steel,4.0,India,859.0
Panasonic,Model12033,547.0,A++,Side-by-Side,Water Dispenser,White,Plastic,3.0,USA,767.0
Samsung,Model12036,318.0,A+,Single Door,Water Dispenser,Silver,Plastic,4.0,USA,1764.0
Frigidaire,Model12037,712.0,A++,Single Door,Water Dispenser,White,Plastic,7.0,India,1615.0
Frigidaire,Model12038,460.0,B,Double Door,Smart Connectivity,Black,Stainless Steel,4.0,Germany,1758.0
Frigidaire,Model12039,597.0,A+,Side-by-Side,Standard,White,Stainless Steel,7.0,India,1241.0
Frigidaire,Model12043,764.0,B,Double Door,Ice Dispenser,White,Plastic,9.0,India,409.0
Haier,Model12045,379.0,A++,Side-by-Side,Water Dispenser,Silver,Stainless Steel,5.0,USA,1760.0
Whirlpool,Model12046,244.0,A+,Double Door,Standard,Black,Glass,2.0,China,620.0
Haier,Model12047,797.0,A++,Single Door,Water Dispenser,Black,Plastic,4.0,India,1467.0
Br@ndX,Model12048,205.0,A++,Single Door,Smart Connectivity,Black,Stainless Steel,8.0,Germany,1764.0
GE,Model12051,655.0,A,Side-by-Side,Ice Dispenser,Black,Glass,5.0,Germany,797.0
Haier,Model12053,531.0,A,Side-by-Side,Water Dispenser,Silver,Glass,4.0,India,556.0
Siemens,Model12054,494.0,A++,Side-by-Side,Smart Connectivity,Gray,Glass,8.0,India,953.0
Electrolux,Model12055,396.0,A,Side-by-Side,Water Dispenser,White,Plastic,7.0,USA,1865.0
Samsung,Model12056,729.0,B,Single Door,Water Dispenser,White,Glass,3.0,China,206.0
Bosch,Model12057,634.0,A,Side-by-Side,Ice Dispenser,White,Plastic,6.0,India,1703.0
Electrolux,Model12060,594.0,A+,Side-by-Side,Standard,Silver,Stainless Steel,5.0,Germany,1123.0
Electrolux,Model12061,607.0,A+,Side-by-Side,Water Dispenser,Black,Stainless Steel,4.0,USA,483.0
Whirlpool,Model12064,604.0,A+,Side-by-Side,Ice Dispenser,Silver,Plastic,5.0,India,1356.0
Samsung,Model12065,202.0,A,Single Door,Ice Dispenser,Gray,Stainless Steel,9.0,China,577.0
Whirlpool,Model12066,552.0,A+,Single Door,Smart Connectivity,Gray,Stainless Steel,9.0,India,1722.0
GE,Model12067,595.0,A++,Side-by-Side,Standard,Black,Glass,4.0,USA,320.0
Electrolux,Model12068,534.0,B,Single Door,Ice Dispenser,Gray,Glass,4.0,USA,1999.0
Electrolux,Model12069,585.0,A++,Double Door,Standard,White,Glass,3.0,India,751.0
Frigidaire,Model12070,687.0,A,Side-by-Side,Standard,White,Glass,5.0,USA,231.0
Frigidaire,Model12073,641.0,A+,Double Door,Water Dispenser,Black,Glass,8.0,USA,1800.0
Panasonic,Model12074,376.0,A++,Single Door,Ice Dispenser,White,Glass,7.0,Germany,1282.0
GE,Model12075,351.0,A+,Side-by-Side,Standard,Silver,Glass,5.0,China,1076.0
Siemens,Model12077,326.0,A,Side-by-Side,Smart Connectivity,Black,Plastic,3.0,Germany,262.0
LG,Model12078,720.0,A+,Side-by-Side,Smart Connectivity,Gray,Glass,1.0,China,1560.0
Samsung,Model12079,458.0,A+,Side-by-Side,Water Dispenser,Silver,Stainless Steel,1.0,Germany,1369.0
Bosch,Model12081,269.0,A+,Side-by-Side,Standard,Black,Stainless Steel,2.0,China,1389.0
Siemens,Model12086,563.0,A++,Single Door,Smart Connectivity,Black,Stainless Steel,7.0,India,814.0
Samsung,Model12087,687.0,A++,Double Door,Smart Connectivity,Silver,Plastic,8.0,China,1441.0
GE,Model12088,674.0,B,Side-by-Side,Standard,White,Stainless Steel,7.0,Germany,1299.0
Panasonic,Model12089,186.0,A+,Double Door,Water Dispenser,White,Stainless Steel,4.0,Germany,621.0
GE,Model12090,111.0,A++,Side-by-Side,Smart Connectivity,White,Stainless Steel,3.0,Germany,1750.0
Haier,Model12093,596.0,B,Single Door,Smart Connectivity,White,Plastic,9.0,China,462.0
Whirlpool,Model12094,328.0,A++,Single Door,Smart Connectivity,White,Plastic,4.0,China,1537.0
GE,Model12095,764.0,A+,Side-by-Side,Ice Dispenser,Black,Glass,8.0,India,705.0
Whirlpool,Model12096,239.0,B,Side-by-Side,Ice Dispenser,Silver,Stainless Steel,8.0,Germany,1828.0
Bosch,Model12098,737.0,A+,Side-by-Side,Standard,Black,Glass,8.0,India,1695.0
Siemens,Model12102,724.0,A,Single Door,Water Dispenser,Silver,Stainless Steel,6.0,China,1192.0
GE,Model12104,230.0,A++,Single Door,Standard,White,Glass,5.0,USA,352.0
Panasonic,Model12105,680.0,A+,Double Door,Ice Dispenser,Gray,Stainless Steel,5.0,Germany,1164.0
Frigidaire,Model12106,294.0,B,Side-by-Side,Smart Connectivity,White,Glass,2.0,USA,889.0
LG,Model12107,462.0,A,Double Door,Ice Dispenser,Gray,Plastic,8.0,USA,471.0
Siemens,Model12109,433.0,A++,Side-by-Side,Ice Dispenser,Gray,Stainless Steel,8.0,China,710.0
Panasonic,Model12110,461.0,A++,Single Door,Water Dispenser,Gray,Plastic,2.0,China,203.0
LG,Model12111,203.0,B,Single Door,Smart Connectivity,White,Plastic,5.0,USA,1056.0
Samsung,Model12112,242.0,A+,Double Door,Water Dispenser,Black,Glass,7.0,USA,291.0
Bosch,Model12113,541.0,A++,Side-by-Side,Ice Dispenser,White,Glass,8.0,USA,1348.0
Frigidaire,Model12114,772.0,A++,Double Door,Ice Dispenser,White,Plastic,7.0,India,536.0
Bosch,Model12116,225.0,B,Side-by-Side,Smart Connectivity,Black,Stainless Steel,5.0,USA,1331.0
Electrolux,Model12117,605.0,A++,Single Door,Smart Connectivity,Gray,Glass,1.0,USA,1565.0
Siemens,Model12118,220.0,A+,Side-by-Side,Standard,Black,Stainless Steel,4.0,China,860.0
Siemens,Model12120,672.0,B,Single Door,Standard,Gray,Stainless Steel,4.0,India,690.0
Haier,Model12122,397.0,B,Double Door,Water Dispenser,White,Stainless Steel,4.0,India,542.0
Samsung,Model12123,518.0,A+,Side-by-Side,Smart Connectivity,Silver,Glass,5.0,China,1638.0
Siemens,Model12125,686.0,A,Side-by-Side,Smart Connectivity,White,Plastic,5.0,USA,1207.0
GE,Model12126,262.0,A,Side-by-Side,Ice Dispenser,Black,Plastic,8.0,Germany,1424.0
Panasonic,Model12127,246.0,B,Side-by-Side,Water Dispenser,Silver,Stainless Steel,7.0,India,1654.0
Samsung,Model12128,273.0,A++,Double Door,Ice Dispenser,Black,Glass,4.0,USA,364.0
LG,Model12129,555.0,B,Side-by-Side,Standard,Gray,Glass,6.0,India,1698.0
Siemens,Model12130,575.0,A++,Single Door,Smart Connectivity,White,Stainless Steel,6.0,Germany,784.0
Haier,Model12131,627.0,A,Side-by-Side,Water Dispenser,Black,Glass,1.0,India,1195.0
Samsung,Model12132,360.0,B,Single Door,Water Dispenser,Gray,Plastic,7.0,China,1262.0
Siemens,Model12133,575.0,A,Single Door,Smart Connectivity,Black,Stainless Steel,9.0,India,467.0
LG,Model12137,626.0,A++,Single Door,Smart Connectivity,Gray,Stainless Steel,6.0,USA,1395.0
Bosch,Model12138,277.0,A+,Side-by-Side,Standard,Gray,Glass,6.0,India,1547.0
Frigidaire,Model12140,602.0,A++,Double Door,Standard,Silver,Glass,8.0,India,1351.0
GE,Model12141,366.0,A++,Side-by-Side,Standard,Silver,Plastic,5.0,India,307.0
Frigidaire,Model12142,453.0,A+,Side-by-Side,Water Dispenser,Black,Glass,3.0,Germany,452.0
Electrolux,Model12145,275.0,A,Single Door,Standard,Black,Stainless Steel,9.0,China,1580.0
LG,Model12147,607.0,A+,Single Door,Ice Dispenser,Gray,Stainless Steel,1.0,India,1658.0
Whirlpool,Model12150,586.0,A++,Side-by-Side,Smart Connectivity,Silver,Plastic,4.0,USA,1084.0
Bosch,Model12151,392.0,A++,Side-by-Side,Standard,Silver,Glass,4.0,USA,839.0
Siemens,Model12152,236.0,A,Side-by-Side,Smart Connectivity,Silver,Glass,4.0,China,217.0
Panasonic,Model12153,281.0,A,Double Door,Standard,Silver,Stainless Steel,7.0,India,876.0
Siemens,Model12155,438.0,A,Single Door,Smart Connectivity,White,Stainless Steel,3.0,Germany,1207.0
Electrolux,Model12156,752.0,A,Double Door,Ice Dispenser,White,Glass,9.0,India,1553.0
Haier,Model12157,139.0,A,Double Door,Ice Dispenser,Silver,Plastic,3.0,China,1745.0
Haier,Model12158,413.0,A+,Double Door,Standard,Gray,Glass,4.0,India,1149.0
GE,Model12159,378.0,A+,Side-by-Side,Ice Dispenser,Black,Glass,1.0,India,1229.0
Panasonic,Model12160,396.0,A,Double Door,Standard,Gray,Plastic,8.0,China,1374.0
Samsung,Model12161,562.0,A,Single Door,Smart Connectivity,Gray,Stainless Steel,4.0,USA,1879.0
GE,Model12162,536.0,A++,Side-by-Side,Ice Dispenser,White,Glass,6.0,USA,318.0
Siemens,Model12164,398.0,B,Single Door,Standard,Gray,Glass,6.0,USA,665.0
Haier,Model12165,294.0,A++,Double Door,Ice Dispenser,White,Stainless Steel,6.0,India,1005.0
Siemens,Model12166,319.0,B,Double Door,Ice Dispenser,Gray,Glass,1.0,India,1707.0
Panasonic,Model12167,509.0,A,Single Door,Water Dispenser,Gray,Plastic,8.0,USA,1979.0
Frigidaire,Model12168,611.0,A,Double Door,Standard,Silver,Plastic,7.0,Germany,237.0
Bosch,Model12170,652.0,A,Side-by-Side,Ice Dispenser,Silver,Glass,5.0,USA,374.0
LG,Model12171,747.0,A,Single Door,Smart Connectivity,Gray,Stainless Steel,2.0,USA,1418.0
LG,Model12172,441.0,A,Side-by-Side,Water Dispenser,Black,Glass,3.0,USA,724.0
Haier,Model12175,431.0,A,Side-by-Side,Water Dispenser,Gray,Plastic,4.0,USA,989.0
GE,Model12177,660.0,A++,Double Door,Standard,Gray,Stainless Steel,4.0,China,1798.0
Panasonic,Model12180,529.0,A++,Side-by-Side,Ice Dispenser,White,Plastic,8.0,Germany,1731.0
Samsung,Model12181,268.0,A++,Side-by-Side,Standard,Silver,Stainless Steel,3.0,USA,1075.0
Haier,Model12183,685.0,A++,Double Door,Ice Dispenser,Gray,Plastic,9.0,USA,921.0
Frigidaire,Model12184,281.0,B,Double Door,Standard,White,Plastic,6.0,USA,1071.0
Samsung,Model12185,121.0,A+,Side-by-Side,Standard,Gray,Glass,2.0,USA,714.0
Bosch,Model12193,781.0,A,Single Door,Water Dispenser,Silver,Plastic,8.0,India,1162.0
Panasonic,Model12195,365.0,B,Double Door,Water Dispenser,Black,Glass,9.0,China,1240.0
Frigidaire,Model12196,469.0,A,Side-by-Side,Ice Dispenser,Gray,Glass,7.0,China,275.0
GE,Model12198,748.0,A+,Single Door,Smart Connectivity,Black,Stainless Steel,7.0,Germany,1332.0
LG,Model12199,386.0,A++,Single Door,Smart Connectivity,Black,Stainless Steel,3.0,China,418.0
Whirlpool,Model12200,389.0,B,Single Door,Ice Dispenser,Silver,Stainless Steel,4.0,Germany,1329.0
LG,Model12201,215.0,A,Single Door,Ice Dispenser,Silver,Glass,3.0,Germany,300.0
Panasonic,Model12202,741.0,B,Single Door,Smart Connectivity,Silver,Stainless Steel,6.0,India,748.0
Frigidaire,Model12205,714.0,B,Single Door,Smart Connectivity,Black,Stainless Steel,7.0,China,335.0
Whirlpool,Model12207,652.0,A+,Double Door,Standard,Silver,Glass,3.0,Germany,1077.0
